strut_id,defect_class,touches_excluded_nominal_plane,excluded_nominal_axis,excluded_nominal_value,x0_nominal,y0_nominal,z0_nominal,x1_nominal,y1_nominal,z1_nominal,same_material_component_connects_a_to_b,a_collar_foreground_fraction,b_collar_foreground_fraction,endpoint0_to_collar_component_voxel_count_in_corridor,endpoint1_to_collar_component_voxel_count_in_corridor,minimum_endpoint_to_collar_component_voxel_count_in_corridor,central_material_slice_fraction,a_side_material_slice_fraction,b_side_material_slice_fraction,longest_empty_run_slices,central_mean_foreground_fraction,central_reference_foreground_fraction_p90,central_minimum_foreground_fraction,central_minimum_smoothed_foreground_fraction,central_minimum_relative_to_reference,central_material_loss_fraction,central_deficit_cutoff_foreground_fraction,central_deficit_fraction,longest_deficit_run_samples,minimum_endpoint_collar_foreground_fraction,both_endpoint_segments_observed,reasons
12960,broken,False,y,18.0,16.0,6.0,12.0,17.0,6.0,13.0,False,0.230088495575,0.305309734513,1931,1715,1715,0.8181818181818182,1.0,0.45454545454545453,6,0.1407884151246983,0.24601769911504426,0.0,0.0,0.0,0.44277305428384567,0.12300884955752213,0.36363636363636365,11,0.230088495575,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
12984,broken,False,y,18.0,0.0,8.0,12.0,1.0,8.0,13.0,False,0.327433628319,0.384955752212,1477,2014,1477,0.8484848484848485,0.7272727272727273,1.0,5,0.1828908554572271,0.30796460176991153,0.0,0.0029498525073746312,0.009578544061302681,0.4216300940438872,0.15398230088495576,0.30303030303030304,10,0.327433628319,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
13016,broken,False,y,18.0,4.0,9.0,13.0,3.0,9.0,12.0,False,0.238938053097,0.247787610619,1645,2011,1645,0.8181818181818182,0.5454545454545454,1.0,6,0.16304639313488872,0.25486725663716814,0.0,0.0029498525073746312,0.011574074074074073,0.36847643097643096,0.12743362831858407,0.2727272727272727,9,0.238938053097,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
13107,broken,False,y,18.0,12.0,8.0,14.0,11.0,8.0,13.0,False,0.070796460177,0.358407079646,1517,2104,1517,0.696969696969697,0.09090909090909091,1.0,10,0.14266559399302764,0.2991150442477876,0.0,0.0,0.0,0.5336202259279181,0.1495575221238938,0.48484848484848486,15,0.070796460177,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
13644,broken,False,y,18.0,0.0,14.0,12.0,1.0,14.0,13.0,False,0.12389380531,0.265486725664,1258,2083,1258,0.8181818181818182,0.45454545454545453,1.0,6,0.15741485652990078,0.26548672566371684,0.0,0.0,0.0,0.4080808080808081,0.13274336283185842,0.3333333333333333,9,0.12389380531,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
14295,broken,False,y,18.0,14.0,1.0,15.0,15.0,0.0,15.0,False,0.0796460176991,0.101769911504,1484,1646,1484,0.8181818181818182,0.45454545454545453,1.0,6,0.10083132207026012,0.13982300884955753,0.0,0.0,0.0,0.28423475258918296,0.06991150442477877,0.18181818181818182,6,0.0796460176991,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
14488,broken,False,y,18.0,12.0,3.0,15.0,13.0,3.0,16.0,False,0.345132743363,0.367256637168,1699,2169,1699,0.7878787878787878,0.36363636363636365,1.0,7,0.19013140252078303,0.3433628318584071,0.0,0.0,0.0,0.4523586379256483,0.17168141592920355,0.36363636363636365,12,0.345132743363,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
14634,broken,False,y,18.0,6.0,4.0,16.0,7.0,4.0,15.0,False,0.197640117994,0.241887905605,1568,2164,1568,0.9090909090909091,0.7272727272727273,1.0,3,0.19147224456958972,0.30796460176991153,0.0,0.011799410029498525,0.038314176245210725,0.381574364332985,0.15398230088495576,0.3333333333333333,11,0.197640117994,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
14885,broken,False,y,18.0,10.0,7.0,15.0,9.0,8.0,15.0,False,0.0619469026549,0.0796460176991,1613,1629,1613,0.7272727272727273,0.8181818181818182,1.0,7,0.06194690265486725,0.08849557522123894,0.0,0.014749262536873156,0.16666666666666666,0.31212121212121213,0.04424778761061947,0.18181818181818182,6,0.0619469026549,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
14893,broken,False,y,18.0,12.0,6.0,14.0,11.0,7.0,14.0,False,0.0575221238938,0.12389380531,1553,1829,1553,0.8787878787878788,0.6363636363636364,1.0,4,0.08045052292839903,0.09734513274336283,0.0,0.014749262536873156,0.15151515151515152,0.1983471074380165,0.048672566371681415,0.12121212121212122,4,0.0575221238938,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
15759,broken,False,y,18.0,10.0,14.0,16.0,9.0,14.0,15.0,False,0.318584070796,0.398230088496,2129,1944,1944,0.9393939393939394,1.0,0.8181818181818182,2,0.22794314829713058,0.3256637168141593,0.0,0.05014749262536873,0.1539855072463768,0.31389986824769434,0.16283185840707964,0.18181818181818182,6,0.318584070796,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
17107,broken,False,y,18.0,16.0,6.0,18.0,15.0,6.0,17.0,False,0.393805309735,0.203539823009,2510,1669,1669,0.8484848484848485,1.0,0.5454545454545454,5,0.22123893805309733,0.37168141592920356,0.0,0.0058997050147492625,0.015873015873015872,0.4083694083694084,0.18584070796460178,0.36363636363636365,12,0.203539823009,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
17108,broken,False,y,18.0,14.0,7.0,17.0,15.0,7.0,18.0,False,0.393805309735,0.199115044248,2412,1711,1711,0.8484848484848485,1.0,0.5454545454545454,5,0.21560740144810941,0.3592920353982301,0.0,0.0029498525073746312,0.008210180623973726,0.4085684430512017,0.17964601769911506,0.45454545454545453,15,0.199115044248,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
17533,broken,False,y,18.0,10.0,10.0,16.0,9.0,10.0,17.0,False,0.256637168142,0.0663716814159,2033,1555,1555,0.8181818181818182,1.0,0.45454545454545453,6,0.13676588897827838,0.24601769911504426,0.0,0.0058997050147492625,0.023980815347721823,0.4482232395901461,0.12300884955752213,0.3333333333333333,11,0.0663716814159,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
18252,broken,False,y,18.0,4.0,16.0,16.0,5.0,16.0,17.0,False,0.0973451327434,0.238938053097,1537,2193,1537,0.8181818181818182,0.45454545454545453,1.0,6,0.1764548136229552,0.26548672566371684,0.0,0.0,0.0,0.34242424242424246,0.13274336283185842,0.2727272727272727,9,0.0973451327434,True,central_material_loss_rule_satisfied|endpoint_material_support_observed|disconnected_fragment_case
